Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
11/25/2016,1:05:00,MCP,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",VEIRS MILL AT UNIVERSITY,39.047335,-77.06789833,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2006,FORD,MUSTANG,"BLUE, LIGHT",Citation,22-201.1,Transportation Article,No,HISPANIC,M,DUNN,NC,XX,A - Marked Patrol,"(39.047335, -77.0678983333333)"
11/25/2016,1:05:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,VEIRS MILL AT UNIVERSITY,39.047335,-77.06789833,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2006,FORD,MUSTANG,"BLUE, LIGHT",Citation,16-112(c),Transportation Article,No,HISPANIC,M,DUNN,NC,XX,A - Marked Patrol,"(39.047335, -77.0678983333333)"
11/25/2016,1:05:00,MCP,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HWY. TO HAVE LIC.WITH HIM,VEIRS MILL AT UNIVERSITY,39.047335,-77.06789833,No,No,No,No,No,No,No,No,No,No,NC,02 - Automobile,2006,FORD,MUSTANG,"BLUE, LIGHT",Citation,16-112(b),Transportation Article,No,HISPANIC,M,DUNN,NC,XX,A - Marked Patrol,"(39.047335, -77.0678983333333)"
11/24/2016,23:28:00,MCP,"2nd district, Bethesda","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",OLD GEORGETOWN RD @ NICHOLSON LANE,39.048895,-77.11719333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,NISSAN,PATHFINDER,WHITE,Citation,21-405(e1),Transportation Article,No,ASIAN,M,NORTH BETHESDA,MD,MD,A - Marked Patrol,"(39.048895, -77.1171933333333)"
11/24/2016,23:36:00,MCP,"2nd district, Bethesda",FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,OLD GEORGETOWN RD @ NICHOLSON LANE,39.04885167,-77.11737,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,TOYT,TK,BLUE,Citation,21-405(e1),Transportation Article,No,OTHER,M,NORTH BETHESDA,MD,MD,A - Marked Patrol,"(39.0488516666667, -77.11737)"
11/24/2016,23:47:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,RANDOLPH RD @ HUNTERS LN,39.05376,-77.09949833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BMW,4DR,BLUE,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05376, -77.0994983333333)"
11/24/2016,23:47:00,MCP,"2nd district, Bethesda","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",RANDOLPH RD @ HUNTERS LN,39.05376,-77.09949833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BMW,4DR,BLUE,Citation,16-303(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05376, -77.0994983333333)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,21-309(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,21-310(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,13-409(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER TO STOP UPON APPROACH BY  POLICE VEH. USING SIGNALS,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,21-405(c),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/24/2016,23:11:00,MCP,"4th district, Wheaton",FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY  POLICE VEH.,VEIRS MILL ROAD AND ASPEN HILL ROAD,39.06913667,-77.104585,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MITSUBISHI,MONTERO SUV,SILVER,Citation,21-405(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.0691366666667, -77.104585)"
11/25/2016,17:54:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,ROCKVILLE PIKE X CEDAR LA,39.00620833,-77.097575,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,HONDA,CIVIC,BLUE,Citation,21-202(h1),Transportation Article,No,OTHER,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(39.0062083333333, -77.097575)"
11/25/2016,3:14:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,FALLS RD/MONTROSE RD,39.114015,-77.235695,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYT,CAM,GOLD,Citation,21-902(a1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.114015, -77.235695)"
11/25/2016,3:14:00,MCP,"1st district, Rockville",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,FALLS RD/MONTROSE RD,39.114015,-77.235695,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYT,CAM,GOLD,Citation,21-902(a2),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.114015, -77.235695)"
11/25/2016,3:14:00,MCP,"1st district, Rockville",DRIVING WHILE IMPAIRED BY ALCOHOL,FALLS RD/MONTROSE RD,39.114015,-77.235695,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYT,CAM,GOLD,Citation,21-902(b1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.114015, -77.235695)"
11/25/2016,3:14:00,MCP,"1st district, Rockville","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",FALLS RD/MONTROSE RD,39.114015,-77.235695,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYT,CAM,GOLD,Citation,21-901.1(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.114015, -77.235695)"
11/25/2016,3:14:00,MCP,"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 58 MPH IN A POSTED 35 MPH ZONE,FALLS RD/MONTROSE RD,39.114015,-77.235695,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYT,CAM,GOLD,Citation,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.114015, -77.235695)"
11/25/2016,21:38:00,MCP,"5th district, Germantown",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GERMANTOWN RD @ MIDDLEBROOK RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HYUN,ELANTRA,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,
11/25/2016,21:59:00,MCP,"5th district, Germantown",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER TR 17-106,CLOPPER RD @ GERMANTOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,SIENNA,SILVER,Citation,16-303(h),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,
11/25/2016,21:59:00,MCP,"5th district, Germantown",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER TR 26-204,CLOPPER RD @ GERMANTOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,SIENNA,SILVER,Citation,16-303(h),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,
11/25/2016,21:59:00,MCP,"5th district, Germantown",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER TR 26-206,CLOPPER RD @ GERMANTOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,SIENNA,SILVER,Citation,16-303(h),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,
11/25/2016,21:59:00,MCP,"5th district, Germantown",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER TR 27-103,CLOPPER RD @ GERMANTOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,TOYT,SIENNA,SILVER,Citation,16-303(h),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,
11/24/2016,22:36:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,OLD GEORGETOWN RD @ NICHOLSON LN,39.046495,-77.11974333,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2005,SUBA,OUTBACK,SILVER,Citation,21-902(b1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.046495, -77.1197433333333)"
11/24/2016,22:36:00,MCP,"2nd district, Bethesda",DRIVING VEH. WHILE SO FAR IMPAIRED BY DRUGS AND ALCOHOL CANNOT DRIVE SAFELY,OLD GEORGETOWN RD @ NICHOLSON LN,39.046495,-77.11974333,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2005,SUBA,OUTBACK,SILVER,Citation,21-902(c1),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.046495, -77.1197433333333)"
11/25/2016,15:51:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,NB COLUMBIA PIKE/FAIRLAND RD,39.069055,-76.95822833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,LEXUS,ES300,GRAY,Citation,13-409(b),Transportation Article,No,HISPANIC,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.069055, -76.9582283333333)"
11/25/2016,15:51:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NB COLUMBIA PIKE/FAIRLAND RD,39.069055,-76.95822833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,LEXUS,ES300,GRAY,Citation,13-411(f),Transportation Article,No,HISPANIC,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.069055, -76.9582283333333)"
11/25/2016,15:51:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB COLUMBIA PIKE/FAIRLAND RD,39.069055,-76.95822833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,LEXUS,ES300,GRAY,Citation,13-401(h),Transportation Article,No,HISPANIC,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.069055, -76.9582283333333)"
11/25/2016,15:51:00,MCP,"3rd district, Silver Spring",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,NB COLUMBIA PIKE/FAIRLAND RD,39.069055,-76.95822833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,LEXUS,ES300,GRAY,Citation,13-411(c1),Transportation Article,No,HISPANIC,M,BALTIMORE,MD,MD,A - Marked Patrol,"(39.069055, -76.9582283333333)"
11/25/2016,16:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,E VILLAGE/PLUM CREEK,39.18595833,-77.17034667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,ACCORD,RED,Citation,21-801.1,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.1859583333333, -77.1703466666667)"
11/25/2016,16:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,E VILLAGE/PLUM CREEK,39.18595833,-77.17034667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,ACCORD,RED,Citation,16-303(c),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.1859583333333, -77.1703466666667)"
11/25/2016,16:54:00,MCP,"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103",E VILLAGE/PLUM CREEK,39.18595833,-77.17034667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,ACCORD,RED,Citation,16-303(h),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,"(39.1859583333333, -77.1703466666667)"
11/25/2016,8:02:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 84 MPH IN A POSTED 55 MPH ZONE,S/B I-270 @ I-370,39.135915,-77.210455,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,ACURA,RDX,SILVER,Citation,21-801.1,Transportation Article,No,BLACK,M,POTOMAC,MD,MD,B - Unmarked Patrol,"(39.135915, -77.210455)"
11/25/2016,9:09:00,MCP,"4th district, Wheaton",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,N/B GEORGIA AVE @ VEIRS MILL RD,39.03673667,-77.050675,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2013,TOYT,CAMRY,RED,Citation,21-309(i),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.0367366666667, -77.050675)"
11/24/2016,23:45:00,MCP,"3rd district, Silver Spring",RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,SB 29/ STEWART LANE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVY,SONIC,GRAY,Citation,21-901.1(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,
11/24/2016,23:45:00,MCP,"3rd district, Silver Spring",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,SB 29/ STEWART LANE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVY,SONIC,GRAY,Citation,21-310(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,
11/24/2016,23:45:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 45,SB 29/ STEWART LANE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVY,SONIC,GRAY,Citation,21-801(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,
11/24/2016,23:45:00,MCP,"3rd district, Silver Spring",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,SB 29/ STEWART LANE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVY,SONIC,GRAY,Citation,16-116(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,
11/24/2016,23:45:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,SB 29/ STEWART LANE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2013,CHEVY,SONIC,GRAY,Citation,21-801(b),Transportation Article,Yes,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,
11/25/2016,20:31:00,MCP,"4th district, Wheaton","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,",UNIVERSITY BLVD @ ARCOLA AVENUE,39.03603167,-77.02776167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,TOYOTA,CAMRY,BLACK,Citation,21-405(e1),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0360316666667, -77.0277616666667)"
11/25/2016,20:27:00,MCP,"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,N/B OLD COLUMBIA PIKE @ BRIGGS CHANEY RD,39.08661167,-76.95024833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CADILLAC,DEVILLE,TAN,Citation,22-204(f),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0866116666667, -76.9502483333333)"
11/25/2016,20:27:00,MCP,"3rd district, Silver Spring",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,N/B OLD COLUMBIA PIKE @ BRIGGS CHANEY RD,39.08661167,-76.95024833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CADILLAC,DEVILLE,TAN,Citation,16-105(b1),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0866116666667, -76.9502483333333)"
11/25/2016,20:27:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,N/B OLD COLUMBIA PIKE @ BRIGGS CHANEY RD,39.08661167,-76.95024833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CADILLAC,DEVILLE,TAN,Citation,16-112(c),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0866116666667, -76.9502483333333)"
11/25/2016,20:27:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,N/B OLD COLUMBIA PIKE @ BRIGGS CHANEY RD,39.08661167,-76.95024833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,CADILLAC,DEVILLE,TAN,Citation,16-101(a),Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0866116666667, -76.9502483333333)"
11/25/2016,20:53:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,UNIVERSITY BLVD W/GRANDVIEW AVE,39.04235833,-77.05305833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,TOYOTA,MATRIX,SILVER,Citation,13-411(d),Transportation Article,No,ASIAN,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0423583333333, -77.0530583333333)"
11/25/2016,19:46:00,MCP,Headquarters and Special Operations,DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,SUMMIT AND OLD TOWNE,39.14076667,-77.19365,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1997,NISSAN,FRONTIER,BLACK,Citation,16-101(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1407666666667, -77.19365)"
11/25/2016,21:06:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,N FREDERICK AND DELAMAR,39.14545333,-77.20328167,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2000,CHEV,TK,WHITE,Citation,21-202(i1),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1454533333333, -77.2032816666667)"
5/6/2014,10:53:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,355 AT OLD GEORGETOWN RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006,FORD,TK,"GREEN, LGT",Warning,21-1124.2(d2),Transportation Article,No,NATIVE AMERICAN,M,OLNEY,MD,MD,A - Marked Patrol,
11/25/2016,7:30:00,MCP,"5th district, Germantown",FAILURE STOP AND YIELD AT THRU HWY,RT 124 AT BETHESDA CHURCH RD,39.28354833,-77.20188667,No,No,No,Yes,No,No,No,No,No,No,VA,02 - Automobile,2006,NISS,ALTIMA,GRAY,Citation,21-403(b),Transportation Article,No,BLACK,F,DAMASCUS,MD,VA,B - Unmarked Patrol,"(39.2835483333333, -77.2018866666667)"
11/25/2016,10:10:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,SENECA MEADOWS PKWY AT RT 118,39.18664333,-77.25326,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,MERZ,4S,SILVER,Citation,21-202(i1),Transportation Article,No,OTHER,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.1866433333333, -77.25326)"
11/24/2016,23:01:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,UNIVERSITY BLVD E @ LEXINGTON DR,39.045625,-76.99116667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,"BLUE, DARK",Citation,16-112(c),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.045625, -76.9911666666667)"
11/24/2016,23:01:00,MCP,"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,UNIVERSITY BLVD E @ LEXINGTON DR,39.045625,-76.99116667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,"BLUE, DARK",Citation,16-101(a),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.045625, -76.9911666666667)"
11/24/2016,23:01:00,MCP,"3rd district, Silver Spring","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",UNIVERSITY BLVD E @ LEXINGTON DR,39.045625,-76.99116667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,"BLUE, DARK",Citation,21-901.1(b),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.045625, -76.9911666666667)"
11/24/2016,23:01:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,UNIVERSITY BLVD E @ LEXINGTON DR,39.045625,-76.99116667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,"BLUE, DARK",Citation,21-902(a1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.045625, -76.9911666666667)"
11/24/2016,23:01:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,UNIVERSITY BLVD E @ LEXINGTON DR,39.045625,-76.99116667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,"BLUE, DARK",Citation,21-902(b1),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.045625, -76.9911666666667)"
11/24/2016,23:01:00,MCP,"3rd district, Silver Spring",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,UNIVERSITY BLVD E @ LEXINGTON DR,39.045625,-76.99116667,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,"BLUE, DARK",Citation,21-801(b),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.045625, -76.9911666666667)"
11/25/2016,22:45:00,MCP,"5th district, Germantown",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,BRIGGS CHANEY RD @ RT 29,39.08414667,-76.950335,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,INFI,FX45 4DR,GRAY,Warning,21-1124.2(d2),Transportation Article,No,BLACK,F,LAUREL,MD,MD,B - Unmarked Patrol,"(39.0841466666667, -76.950335)"
